NitricOxide,NitrogenDioxide,OxidesofNitrogen,WindSpeed,ResultantWindSpeed,ResultantWindDirection,MaximumWindGust,Std.Dev.WindDirection,OutdoorTemperature,DewPointTemperature,RelativeHumidity,SolarRadiation,PM10,Ozone
1.1,1.5,2.8,5.8,4.6,97,15,36,90.5,42.1,18.6,1.152,24.9,1
0.1,1.5,1.6,8.7,8.3,92,17,17,75.9,51.6,42.7,0,45,0
0.1,1.6,1.7,5.2,3.8,295,14.3,42,94.6,44,18.1,0.819,15.3,1
0.4,3.9,4.3,6.2,4.5,110,15.1,43,85.4,45.5,25.1,0.956,32.4,1
1.3,6.9,8.3,6.9,6.1,124,15.2,27,95.6,37.9,13.5,1.368,42.6,0
0.3,5.1,5.4,4.5,2.6,131,11.8,53,98,8.8,3.7,1.209,32.2,1
0.2,2.5,2.7,8.2,6.8,113,19.3,34,93,45.6,19.8,1.47,35.1,1
0.5,0.5,1,4.6,3.5,190,10.3,40,100.3,25.8,7.2,0.757,26.8,0
0.1,4.2,4.2,6.9,6,287,26.8,29,85,47.6,27.6,0.081,29.4,0
0.1,2,2.1,14.5,14.1,83,26.9,13,79.8,52.4,38.6,0.099,42.2,0
0.7,2.8,3.5,8,7.5,278,17,20,80.1,55.5,42.8,1.058,23.1,0
0,2.6,2.6,4.2,3.1,117,11.6,40,86.8,29.1,12.5,0.053,21.6,1
1.9,11.2,13.2,12.2,11.9,299,19.9,13,70.4,58.8,67.2,0.156,15.3,0
0.2,-0.9,-0.7,9.8,9.4,304,17.5,15,71.1,60.6,69.6,0,13.7,0
0.7,27.5,28,2.5,2,73,7.7,34,75.8,37.8,25.6,0,59.2,0
0.6,4.3,4.8,7.6,7.2,74,14.3,19,82.5,46.5,28.4,0.54,39.5,0
0.2,3.7,3.9,3.5,2.5,194,10,43,90.6,43,19.1,0.466,31.7,1
-0.2,3.7,3.5,4.4,2.2,80,10.6,58,86.7,43.4,22.2,1.467,16.2,1
-0.1,5.3,5.3,10.9,10.3,274,20,19,87.3,-1.8,3.2,0.224,68.1,1
1.4,26.8,27.9,2.8,2.4,300,5.5,30,87.7,11.2,5.9,0,51,0
2.7,9.9,12.4,9.8,9.5,95,17.9,15,81.3,49.8,33.3,0.311,61,0
0,2.7,2.7,4.3,1.8,285,11.2,62,93.2,49.9,23,1.008,33,1
0.8,1.6,2.5,10,9.1,114,20.2,25,79.9,55.3,42.6,0.693,20.6,0
0.3,17.8,18.3,2,1.8,256,4.3,25,90.4,30.4,11.8,0.005,57.2,0
0.3,6.8,7.1,6.3,6.1,281,15,16,79.2,55.5,44.2,0,21.3,0
0.1,1.6,1.8,13,12.5,286,26,17,69.5,20.9,15.6,0.261,16.4,0
0,3.2,3.2,5.1,3.8,276,12.5,41,97.4,34.4,11.2,0.91,22.2,1
0.2,5.5,5.6,8.6,8.3,304,15.1,14,85.6,35.5,16.8,0,19.8,0
0.8,4.1,4.8,8.6,8.2,134,19.2,18,96.2,34,11.3,0.325,29.6,0
0.4,1.2,1.7,6.9,6,133,16,29,96.3,39.4,14,0.323,15.3,0
0.2,1.2,1.3,12,11.7,298,20.8,13,64.2,38.1,38.3,0,19.6,0
1.2,2.2,3.4,12.9,12.2,120,26,20,93.7,43.4,18,1.26,52.5,0
0.1,5.2,5.2,4.6,4.5,301,9.7,13,87.6,46.5,24.1,0,22,0
0.6,23.2,23.6,4.2,4.2,99,7.1,12,66.1,32.1,28.1,0,32.1,0
0.1,0.3,0.4,6.2,4.7,114,14.1,40,97.7,37.2,12.3,1.115,27.5,1
0.3,4.2,4.3,4.1,2.6,142,10.1,49,80.6,48.2,32.4,1.349,31.5,1
0.5,4.1,4.7,4.6,2.1,77,11.7,60,86.8,53.7,32.5,1.224,15.3,0
0.3,6.9,7.2,4,0.9,101,9.7,71,85.8,52.4,32.1,1.359,17.3,1
0.8,1.9,2.7,4.7,3.2,209,11.4,45,99,24.9,7.2,0.776,27.4,0
-0.1,5.1,5.1,5.7,4.3,95,14.7,40,98.4,45.4,16.8,1.207,46.9,1
2.8,15.8,18.8,4,3.8,135,8.5,20,67.9,58.9,73.1,0.059,20.1,0
0,1,1,10.7,9.1,91,22.3,31,102,31.7,8.7,1.421,28.3,0
-0.2,-0.9,-1.1,4,2.1,225,12.8,56,92.8,46.9,20.6,1.476,18.7,1
-0.1,-0.6,-0.6,11,10.6,297,19.1,15,78.4,59.4,52.1,0,41.9,0
0.1,2.5,2.6,7.3,7.1,298,13.7,14,72.6,60.5,65.8,0,11.7,0
0.2,1.6,1.8,4.4,1.2,255,12.1,69,86.9,28.2,12,0.925,17.7,1
0.6,6.3,6.8,5.5,4.3,102,13.1,38,79.4,36.1,21.6,1.19,28.3,1
0.2,2.4,2.7,4.4,3.6,113,16.2,33,101.7,28.1,7.6,0.314,19.8,1
-0.1,4.2,4.2,4.6,3.3,211,9.9,44,93.7,38,14.3,0.329,22.2,1
0,3.2,3.3,14.4,13.8,97,26.3,16,87.3,48.6,26.3,1.063,50,0
0.9,3.1,4.1,11,9.5,255,22.7,29,61.9,29.1,28.7,1.177,26.7,0
0.2,3.9,4.1,13.1,12.4,97,25.2,19,92.7,45.9,20.1,0.603,24.4,0
0.2,3.1,3.4,4.2,2.7,112,10.4,49,97.3,37.5,12.6,0.306,46.2,1
-0.1,4.9,5,5.9,4.9,103,15.7,35,91.8,41,17.1,0.593,29,1
1.2,9.7,10.8,3.4,0.8,103,9.3,71,77.3,24.3,13.9,1.466,29.6,1
1.1,2.3,3.6,8.8,8.5,99,15.9,16,73.5,57.5,57.5,0.255,22.5,0
0.2,2.7,2.9,3.1,2.4,244,9.8,37,92.1,28.6,10.4,0.113,26.5,0
2.6,30.2,32.8,2,0.8,77,5,64,86.8,41,20.1,0,38.4,0
0.4,2.4,2.8,10,9.4,284,20.3,20,93.1,48.9,22.2,0.983,17.3,0
1.8,6.8,8.7,7.4,7,115,14.9,19,81.1,57.9,45.6,0.813,35.4,0
0.4,2,2.4,7.6,6.4,235,19.5,31,76.1,59,55.7,0.632,16.2,0
0.6,15.6,16.3,3.9,3.7,99,7.6,15,84.2,40.4,21.3,0,20.3,0
1.3,4.8,6.1,6.3,5.7,94,11.2,25,80.9,57,44.2,1.044,26.9,0
0.9,7.8,8.6,9.5,9.2,296,16.8,15,92,4.3,3.6,1.34,37,0
0.1,2.8,2.9,5.7,4,51,13.4,44,96.9,41.8,15.2,1.425,22.6,1
1.4,5.1,6.5,15.7,14.9,278,29.8,17,71.8,10.2,9.1,1.475,81.4,0
2.4,25,27.2,2.4,2.2,313,6.4,26,73.3,29.2,20.3,0,19.6,0
0.2,1.7,2,9.1,8.8,71,15.7,13,72.8,57.4,58.4,0.031,21.6,0
-0.1,1.9,1.9,12.7,12.3,78,24.7,15,84.2,48.5,29,0,53.5,0
4.6,17.1,21.5,3.5,3.1,317,7.1,27,72.5,57.2,58.9,0.231,19,0
0.2,3,3.3,5.7,4.2,124,15.2,42,83.9,46.9,27.6,1.108,30.5,1
1.7,12,13.6,4.9,3.1,197,15.1,49,91.2,45.1,20.5,1.219,34.6,1
8.4,20.7,29.2,7.8,7.6,84,13,15,82.3,42.4,24.5,0.24,36.2,0
0.7,11.5,12.2,6.7,6.5,291,11.4,13,76.7,56.4,49.5,0,28.1,0
0.2,1.2,1.5,11,10,93,25.7,25,102.8,33,9,1.271,40.2,0
0.1,4.9,5,4.7,4,212,10.2,30,83.8,49.9,30.8,0.524,31.9,1
0.3,4.3,2.5,5.4,4.2,103,11.9,38,83.6,53.3,35.6,1.503,25,1
-0.1,3.8,3.8,8.3,8.1,298,15.4,13,96.8,6.4,3.5,0.003,22.8,0
0.2,1.5,1.6,6.4,5.5,299,15.5,31,99.4,-5.1,1.9,1.346,21.4,0
2.2,8.2,10.5,10.2,9.9,294,17.9,13,73,57.3,57.9,0.489,15.5,0
-0.1,6,6.1,5.1,4.2,139,12,35,95.7,38.4,13.9,0.533,26.6,1
6.2,17.3,23.3,7.5,7.1,106,13.3,19,67.5,28.8,23.5,0.895,38.9,0
0.7,2.9,3.5,5.6,3.8,314,16.5,46,89.9,46.4,22.9,1.291,9.3,0
0.1,-0.2,-0.1,5.5,2.6,344,15.2,59,100.8,26.6,7.4,0.747,9.6,1
0.6,6.5,7,6.3,6,103,10.2,15,66.6,64,91,0.07,27,0
-0.3,2.6,2.5,8.2,6,339,22.9,42,98,25.8,7.8,0.742,46.5,1
1.1,14.6,15.6,2.8,1.9,39,7.2,46,85.7,56.7,37.6,0.049,41.7,0
0.1,0.9,1,4.8,3.3,178,12.8,44,94.3,44.5,17.9,0.352,25.5,1
0.4,5.2,5.5,8.6,8.1,269,16.6,18,83.9,20.6,9.6,0,31.4,0
0,4,4.1,6,5.2,92,15.2,29,84.4,47.8,28.1,1.331,30.7,1
0.1,1.5,1.6,9.7,9.4,72,17.2,15,71.7,53.2,52,0,47.8,0
0.5,3.6,4,6.2,3.8,153,18.3,50,85.9,29.4,13.1,1.409,22.7,1
-0.2,2.6,2.5,4.2,1.4,133,11.9,66,88.5,37.8,16.9,1.311,15.1,1
0.5,2.9,3.5,8.5,7.5,270,21.1,28,91.6,48.9,23.3,1.412,17.8,0
0.1,1.4,1.4,5.8,4.5,74,18,38,87.8,18.9,8,0.977,21,1
0,2.5,2.5,6.6,4.5,56,15.6,46,90.3,43.6,19.8,1.423,10.6,1
0.2,1.5,1.7,9.1,8.8,301,21.1,16,54.5,33.4,44.8,0,9.4,0
-0.1,-0.1,-0.2,7.4,6.8,269,16.5,23,73.5,60.8,64.6,0,14.3,0
0.5,4.3,4.8,6.8,5.7,94,16.9,33,90.1,51,26.5,1.409,25.2,1
0.1,8.9,9,4.9,4.6,98,10.4,20,92.8,32.8,12,0,37,0
-0.3,3.2,3.1,4.6,1.8,144,12,63,84.7,41.5,22.4,1.406,10.5,1
0.6,0.8,1.4,9.3,7.8,251,23.9,32,85.7,21.6,9.6,1.507,21.2,0
